#,PSRJ,PMRA,PMDEC,PX,POSEPOCH,Gl,Gb,RAJD,DECJD,P0,P1,DM,TAU_SC,S400,S1400,S2000,DIST,ZZ,XX,YY,ASSOC,SURVEY,,,,,,,,
,,[mas/yr],[mas/yr],[mas],[MJD],[deg],[deg],[deg],[deg],[s],[s/s],[cm^-3pc],[s],[mJy],[mJy],[mJy],[kpc],[kpc],[kpc],[kpc],,,,,,,,,,
1544,J1806-2125,NAN,NAN,NAN,55349,8.811,-0.28,271.5825,-21.46543889,0.481825,1.18E-13,747,NAN,NAN,0.8,NAN,4.886,-0.024,0.748,3.672,NAN,pksmb,htru_pks,,,,,,,
1545,J1807+04,NAN,NAN,NAN,56496,31.56,11.65,271.85416667,4.08333333,0.7989,NAN,53,NAN,NAN,NAN,NAN,2.39,0.483,1.225,6.505,NAN,ar327,,,,,,,,
1546,J1807+0756,NAN,NAN,NAN,53064,35.149,13.276,271.96347917,7.94538611,0.4643,1.29E-16,89.29,NAN,2.16,NAN,NAN,7.935,1.822,4.446,2.185,NAN,ar4,gb4,,,,,,,
1547,J1807-0847,-5,1,NAN,48244,20.061,5.587,271.9084475,-8.79535278,0.163727,2.88E-17,112.38,0,65,18.2,NAN,1.5,0.146,0.512,7.098,NAN,mol2,gb3,pks70,pkssw,pksmb,htru_pks,,,
1548,J1807-2557,NAN,NAN,NAN,54984,4.987,-2.646,271.80691667,-25.95555556,2.764195,4.99E-15,385,NAN,NAN,NAN,NAN,18.556,-0.857,1.611,-9.966,NAN,pksmb,,,,,,,,
1549,J1807-2715,NAN,NAN,NAN,49891,3.843,-3.257,271.78539637,-27.25082303,0.827776,1.22E-14,312.98,0,25,0.91,NAN,15.364,-0.873,1.028,-6.805,NAN,mol2,pks70,pksmb,htru_pks,,,,,
1550,J1808+00,NAN,NAN,NAN,49717,28.48,9.844,272.07916667,0.56666667,0.425115,NAN,141,NAN,NAN,NAN,NAN,17.937,3.067,8.427,-7.034,NAN,ar4,pkssw,,,,,,,
1551,J1808-0813,NAN,NAN,NAN,50862,20.634,5.75,272.0393019,-8.21716578,0.876044,1.24E-15,151.27,0,28,1.6,NAN,3.972,0.398,1.393,4.802,NAN,pks70,pkssw,pksmb,htru_pks,,,,,
1552,J1808-1020,NAN,NAN,NAN,53035,18.828,4.6,272.19014167,-10.34675,0.596993,7.72E-16,225.3,NAN,NAN,0.23,NAN,8.076,0.648,2.598,0.881,NAN,pksmb,htru_pks,,,,,,,
1553,J1808-1517,NAN,NAN,NAN,55105.4,14.472,2.239,272.162875,-15.29444444,0.544549,2.67E-15,205,NAN,NAN,0.35,NAN,4.306,0.168,1.075,4.334,NAN,pksmb,htru_pks,,,,,,,
1554,J1808-1726,NAN,NAN,NAN,53108,12.599,1.188,272.17625,-17.44083333,0.241035,1.16E-17,536,NAN,NAN,0.39,NAN,14.163,0.294,3.089,-5.319,NAN,pksmb,htru_pks,,,,,,,
1555,J1808-2024,-4.5,-6.9,NAN,53254,9.996,-0.242,272.16390417,-20.41106944,7.55592,5.49E-10,NAN,NAN,NAN,NAN,NAN,13,-0.055,2.256,-4.303,SNR:G10.0-0.3(?),XRS:SGR_1806-20,misc,,,,,,,
1556,J1808-2057,NAN,NAN,NAN,49612,9.446,-0.4,272.02665192,-20.96875681,0.91841,1.71E-14,606.8,0.04,NAN,2.6,NAN,4.582,-0.032,0.752,3.98,NAN,jb2,pks1,pksmb,htru_pks,,,,,
1557,J1808-2701,NAN,NAN,NAN,53112,4.16,-3.357,272.055125,-27.0225,2.457882,6.58E-14,95,NAN,NAN,0.15,NAN,2.706,-0.158,0.196,5.806,NAN,pksmb,,,,,,,,
1558,J1808-3249,NAN,NAN,NAN,51500,359.035,-6.115,272.01866667,-32.82611111,0.364912,7.05E-15,147.37,NAN,NAN,1.7,NAN,6.276,-0.669,-0.105,2.261,NAN,pkssw,htru_pks,,,,,,,
1559,J1809-0119,NAN,NAN,NAN,55254,26.962,8.627,272.464,-1.32472222,0.744976,2.29E-15,140,NAN,NAN,NAN,NAN,11.085,1.663,4.969,-1.268,NAN,htru_pks,,,,,,,,
1560,J1809-0743,NAN,NAN,NAN,51650,21.247,5.675,272.39966667,-7.71705556,0.313886,1.52E-16,240.7,NAN,NAN,0.3,NAN,13.999,1.384,5.048,-4.484,NAN,pkssw,pksmb,,,,,,,
1561,J1809-1429,NAN,NAN,NAN,51495,15.306,2.393,272.439625,-14.49027778,0.895285,5.24E-15,411.3,NAN,NAN,0.6,NAN,17.153,0.716,4.524,-8.03,NAN,pksmb,htru_pks,,,,,,,
1562,J1809+17,NAN,NAN,NAN,NAN,43.842,16.864,272.275,17.06666667,2.0667,NAN,47.32,NAN,NAN,NAN,NAN,3.152,0.914,2.089,6.324,NAN,lotaas,,,,,,,,
1563,J1809-1850,NAN,NAN,NAN,51871,11.473,0.316,272.40504167,-18.84861111,1.124481,1.06E-14,598,NAN,NAN,0.2,NAN,4.667,0.026,0.928,3.926,NAN,pksmb,,,,,,,,
1564,J1809-1917,-19,50,NAN,55366,11.094,0.08,272.42973333,-19.29391667,0.082755,2.55E-14,197.1,0.01,NAN,2.8,NAN,3.268,0.005,0.629,5.293,XRS:PWN[kp07],pksmb,htru_pks,,,,,,,
1565,J1809-1943,-6.6,-11.7,NAN,55444,10.727,-0.158,272.46286233,-19.73109208,5.540743,2.83E-12,178,NAN,NAN,0.68,NAN,3.6,-0.01,0.67,4.963,XRS:XTE_J1810-197,misc,,,,,,,,
1566,J1809-2004,NAN,NAN,NAN,51719,10.363,-0.202,272.316125,-20.07,0.434811,7.28E-15,867.1,NAN,NAN,0.9,NAN,5.228,-0.018,0.94,3.357,NAN,pksmb,htru_pks,,,,,,,
1567,J1809-2109,NAN,NAN,NAN,49612,9.415,-0.72,272.30970645,-21.15079899,0.702414,3.82E-15,381.91,NAN,NAN,0.84,NAN,4.119,-0.052,0.674,4.437,NAN,jb2,pksmb,htru_pks,,,,,,
1568,J1809-2332,12,-24,NAN,55770,7.39,-1.995,272.459375,-23.53963333,0.146789,3.44E-14,NAN,NAN,NAN,NAN,NAN,0.88,-0.031,0.113,7.628,GRS:2FGL_J1809.8-2332[naa+12],PWN:[brrk0,FermiBlind,,,,,,,
1569,J1809-3547,NAN,NAN,NAN,49388.9,356.541,-7.766,272.36241667,-35.78833333,0.860388,1.2E-16,193.84,NAN,21,NAN,NAN,22.564,-3.049,-1.349,-13.816,NAN,pks70,htru_pks,,,,,,,
1570,J1810+0705,NAN,NAN,NAN,57770,34.694,12.248,272.69599167,7.09341667,0.307683,2.42E-16,79.42,NAN,NAN,NAN,NAN,5.456,1.157,3.035,4.116,NAN,lotaas,,,,,,,,
1571,J1810-1441,NAN,NAN,NAN,51874,15.272,2.035,272.74650833,-14.69266667,0.217214,2.39E-17,304.9,NAN,NAN,0.21,NAN,6.755,0.24,1.778,1.988,NAN,pksmb,htru_pks,,,,,,,
1572,J1810-1709,NAN,NAN,NAN,57573,13.051,0.956,272.61754167,-17.1575,1.161133,3.33E-16,670,NAN,NAN,0.45,NAN,14.518,0.242,3.278,-5.641,NAN,htru_pks,,,,,,,,
1573,J1810-1820,NAN,NAN,NAN,50972,12.064,0.289,272.73133333,-18.34416667,0.153716,5.22E-17,452.2,NAN,NAN,0.7,NAN,4.237,0.021,0.886,4.357,NAN,pksmb,htru_pks,,,,,,,
1574,J1810-5338,NAN,NAN,NAN,57600,340.292,-15.901,272.68530417,-53.63545306,0.26105,3.86E-16,45,NAN,12,NAN,NAN,1.647,-0.451,-0.534,7.009,NAN,mol2,pks70,pkssw,,,,,,
1575,J1811-0154,NAN,NAN,NAN,51650,26.613,8.029,272.83283333,-1.90858333,0.924945,1.61E-15,148.1,NAN,NAN,0.7,NAN,11.112,1.552,4.929,-1.337,NAN,pkssw,htru_pks,,,,,,,
1576,J1811+0702,NAN,NAN,NAN,51885,34.709,12.102,272.83508333,7.04158333,0.461713,2.69E-15,57.8,NAN,2.2,NAN,NAN,2.965,0.622,1.651,6.117,NAN,ar4,pkssw,lotaas,,,,,,
1577,J1811-1049,NAN,NAN,NAN,55983.5,18.712,3.83,272.821125,-10.8175,2.623859,8E-16,253.3,NAN,NAN,0.3,NAN,8.667,0.579,2.774,0.309,NAN,pksmb,htru_pks,,,,,,,
1578,J1811-1717,NAN,NAN,NAN,56762,13.041,0.686,272.86054167,-17.29638889,0.391385,1.2E-16,545.5,NAN,NAN,0.2,NAN,5.184,0.062,1.17,3.45,NAN,htru_pks,,,,,,,,
1579,J1811-1835,NAN,NAN,NAN,51184,11.909,0.049,272.87383333,-18.59555556,0.557464,6.31E-15,761,NAN,NAN,0.42,NAN,4.933,0.004,1.018,3.673,NAN,pksmb,htru_pks,,,,,,,
1580,J1811-1925,NAN,NAN,NAN,49452.6,11.181,-0.348,272.87166667,-19.42444444,0.064667,4.4E-14,NAN,NAN,NAN,NAN,NAN,5,-0.03,0.97,3.595,SNR:G11.2-0.3,misc,,,,,,,,
1581,J1811-2439,NAN,NAN,NAN,53165,6.632,-2.954,272.981375,-24.66472222,0.415813,2.97E-16,172,NAN,NAN,0.26,NAN,3.945,-0.203,0.455,4.587,NAN,pksmb,htru_pks,,,,,,,
1582,J1811-4930,NAN,NAN,NAN,54996,344.222,-14.267,272.86329167,-49.50577778,1.432704,2.25E-15,44,NAN,NAN,0.4,NAN,1.447,-0.357,-0.381,7.15,NAN,htru_pks,,,,,,,,
1583,J1812+0226,NAN,NAN,NAN,49906,30.709,9.692,273.22161561,2.44920135,0.793903,3.6E-15,104.14,NAN,3.8,0.3,NAN,7.197,1.212,3.623,2.401,NAN,gb3,pkssw,,,,,,,
1584,J1812-1718,NAN,NAN,NAN,49612,13.109,0.538,273.03003585,-17.30818717,1.205374,1.91E-14,255.1,NAN,NAN,1.1,NAN,3.678,0.035,0.834,4.918,NAN,jb2,pksmb,htru_pks,,,,,,
1585,J1812-1733,NAN,NAN,NAN,57382,12.904,0.387,273.06608021,-17.56051972,0.538341,9.82E-16,518,0.06,NAN,4.8,NAN,4.517,0.031,1.009,4.097,NAN,jb2,pksmb,htru_pks,,,,,,
1586,J1812-1910,NAN,NAN,NAN,51997,11.522,-0.456,273.145375,-19.1775,0.430991,3.77E-14,892,NAN,NAN,0.28,NAN,5.922,-0.047,1.183,2.698,NAN,pksmb,htru_pks,,,,,,,
1587,J1812-20,NAN,NAN,NAN,57615,9.954,-1.321,273.15241667,-20.96833333,1.903112,2.4E-16,457,NAN,NAN,NAN,NAN,11.219,-0.259,1.939,-2.547,NAN,htru_pks,,,,,,,,
1588,J1812-2102,NAN,NAN,NAN,51134,9.859,-1.303,273.08720833,-21.04333333,1.223352,2.39E-14,547.2,NAN,NAN,1.4,NAN,14.44,-0.328,2.472,-5.723,NAN,pksmb,htru_pks,,,,,,,
1589,J1812-2526,NAN,NAN,NAN,53171,6.013,-3.448,273.13458333,-25.44388889,0.315835,1.77E-16,361.4,NAN,NAN,0.18,NAN,22.244,-1.338,2.326,-13.582,NAN,pksmb,htru_pks,,,,,,,
1590,J1812-2748,NAN,NAN,NAN,55160,3.949,-4.598,273.16908333,-27.80083333,0.236983,3.16E-16,104,NAN,NAN,NAN,NAN,2.941,-0.236,0.202,5.575,NAN,htru_pks,,,,,,,,
1591,J1812-3039,NAN,NAN,NAN,55336,1.431,-5.962,273.18709167,-30.65583333,0.587477,6.6E-16,138.9,NAN,NAN,NAN,NAN,5.229,-0.543,0.13,3.301,NAN,htru_pks,,,,,,,,
1592,J1813-1246,NAN,NAN,NAN,54954,17.244,2.445,273.34904167,-12.76644444,0.048072,1.76E-14,NAN,NAN,NAN,NAN,NAN,2.635,0.112,0.78,5.986,GRS:2FGL_J1813.4-1246[naa+12],XRS:Swift_,FermiBlind,,,,,,,
1593,J1813-1749,NAN,NAN,NAN,53993,12.816,-0.02,273.396525,-17.83263333,0.044699,1.27E-13,NAN,NAN,NAN,NAN,NAN,4.7,-0.002,1.043,3.917,SNR:12.8-0.0,GRS:HESS_J1813-178,misc,,,,,,,
1594,J1813+1822,NAN,NAN,NAN,51886,45.544,16.401,273.4115,18.37083333,0.336425,2.1E-17,60.8,NAN,0.6,NAN,NAN,4.989,1.409,3.416,5.148,NAN,ar4,,,,,,,,
1595,J1813-2113,NAN,NAN,NAN,51018,9.853,-1.656,273.416125,-21.21677778,0.426466,2.08E-15,462.3,NAN,NAN,0.6,NAN,14.968,-0.432,2.56,-6.241,NAN,pksmb,htru_pks,,,,,,,
1596,J1813-2242,NAN,NAN,NAN,51843,8.529,-2.329,273.3715,-22.70166667,0.328514,4.78E-17,333,NAN,NAN,0.21,NAN,12.474,-0.507,1.848,-3.826,NAN,pksmb,htru_pks,,,,,,,
1597,J1813+4013,NAN,NAN,NAN,49886,67.408,24.033,273.30533754,40.22750946,0.931089,2.55E-15,41.56,NAN,8,1.1,NAN,4.917,2.003,4.146,6.775,NAN,gb1,gb4,lotaas,,,,,,
1598,J1814-0521,NAN,NAN,NAN,55257,23.905,5.73,273.608875,-5.36027778,1.014219,8.84E-16,130,NAN,NAN,NAN,NAN,4.182,0.418,1.686,4.696,NAN,htru_pks,,,,,,,,
1599,J1814-0618,NAN,NAN,NAN,53095,23.101,5.233,273.67191667,-6.30047222,1.377868,2.92E-16,168,NAN,NAN,0.58,NAN,5.99,0.546,2.34,3.013,NAN,pksmb,,,,,,,,
1600,J1814+1130,NAN,NAN,NAN,51500,39.205,13.306,273.67809167,11.51220833,0.751261,1.66E-15,65,NAN,0.72,NAN,NAN,4.151,0.955,2.553,5.37,NAN,misc,lotaas,,,,,,,
1601,J1814-1649,NAN,NAN,NAN,51133,13.82,0.245,273.655625,-16.82444444,0.957464,6.33E-15,782,NAN,NAN,1.3,NAN,5.205,0.022,1.243,3.446,NAN,pksmb,htru_pks,,,,,,,
1602,J1814-1744,NAN,NAN,NAN,52353,13.021,-0.215,273.67958333,-17.74666667,3.975905,7.45E-13,792,NAN,NAN,0.7,NAN,5.037,-0.019,1.135,3.593,NAN,pksmb,htru_pks,,,,,,,
1603,J1814+22,NAN,NAN,NAN,NAN,49.493,17.779,273.65,22.38333333,0.2537,NAN,62.31,NAN,NAN,NAN,NAN,6.461,1.973,4.678,4.504,NAN,lotaas,,,,,,,,
1604,J1815-1738,NAN,NAN,NAN,55364,13.179,-0.272,273.811125,-17.63523056,0.198457,7.78E-14,724.6,NAN,NAN,0.4,NAN,4.887,-0.023,1.114,3.742,NAN,pksmb,htru_pks,,,,,,,
1605,J1815-1910,NAN,NAN,NAN,50954,11.81,-0.963,273.76283333,-19.16677778,1.249924,3.63E-14,547.8,NAN,NAN,0.32,NAN,6.139,-0.103,1.256,2.492,NAN,pksmb,htru_pks,,,,,,,
1606,J1815+5546,NAN,NAN,NAN,56500,84.316,27.133,273.77391993,55.77314169,0.426844,9.47E-17,59,NAN,NAN,NAN,NAN,25,11.402,22.139,6.296,NAN,gbncc,lotaas,,,,,,,
1607,J1816-0755,NAN,NAN,NAN,53035,21.867,4.092,274.1022625,-7.92291667,0.217643,6.48E-15,116.8,NAN,NAN,0.17,NAN,3.131,0.223,1.163,5.602,GRS:[sbc+19],pksmb,htru_pks,,,,,,,
1608,J1816-1446,NAN,NAN,NAN,51969,15.836,0.828,274.121625,-14.775,0.5945,1.33E-15,629,NAN,NAN,0.23,NAN,10.097,0.146,2.755,-1.213,NAN,pksmb,htru_pks,,,,,,,
1609,J1816-1729,NAN,NAN,NAN,49481,13.433,-0.424,274.07775852,-17.4840847,0.782313,7.26E-15,525.5,NAN,NAN,1.3,NAN,4.446,-0.033,1.033,4.176,NAN,jb2,pksmb,htru_pks,,,,,,
1610,J1816-2650,NAN,NAN,NAN,57600,5.219,-4.906,274.14749583,-26.83138889,0.592885,6.65E-17,128.12,0,18,2.5,NAN,3.591,-0.307,0.325,4.937,NAN,mol1,jb1,mol2,pks70,pkssw,pksmb,htr,,
1611,J1816-5643,NAN,NAN,NAN,53000,337.673,-17.898,274.15193333,-56.72836111,0.217923,1.93E-18,52.4,NAN,NAN,NAN,NAN,2.58,-0.793,-0.933,6.229,NAN,pkssw,,,,,,,,
1612,J1817-0743,NAN,NAN,NAN,52887,22.211,3.876,274.45745833,-7.72191667,0.438095,-2.3E-18,14.8,NAN,NAN,0.25,NAN,0.195,0.013,0.074,8.32,NAN,pksmb,,,,,,,,
1613,J1817-1511,NAN,NAN,NAN,52160,15.595,0.391,274.40083333,-15.19416667,0.224604,1.43E-15,970,NAN,NAN,0.43,NAN,7.341,0.05,1.973,1.429,NAN,pksmb,htru_pks,,,,,,,
1614,J1817-1742,NAN,NAN,NAN,NAN,13.337,-0.703,274.28764167,-17.70030556,0.149744,2.06E-14,NAN,NAN,NAN,NAN,NAN,NAN,0,0,8.5,GRS:3FGL_J1817.2-1739,FermiBlind,,,,,,,,
1615,J1817-1938,NAN,NAN,NAN,55991.8,11.623,-1.617,274.27841667,-19.64333333,2.046838,3.6E-16,519.6,NAN,NAN,0.1,NAN,17.002,-0.48,3.424,-8.147,NAN,htru_pks,pksmb,,,,,,,
1616,J1817-2311,NAN,NAN,NAN,44969,8.489,-3.27,274.25,-23.18333333,0.62547,NAN,240,NAN,4,NAN,NAN,7.934,-0.453,1.169,0.666,NAN,misc,,,,,,,,
1617,J1817-3618,19,-16,NAN,57600,356.801,-9.374,274.27440417,-36.30127778,0.387019,2.02E-15,94.3,NAN,22,3.2,NAN,4.399,-0.717,-0.242,4.167,NAN,mol2,pks70,pkssw,htru_pks,,,,,
1618,J1817-3837,NAN,NAN,NAN,49526.46,354.678,-10.406,274.251125,-38.63325,0.384487,5.8E-16,102.85,0,12,3.1,NAN,6.086,-1.099,-0.555,2.54,NAN,pks70,pkssw,htru_pks,,,,,,
1619,J1818-0151,NAN,NAN,NAN,57015,27.482,6.479,274.607375,-1.865,0.837535,9.11E-15,209,NAN,NAN,0.09,NAN,19.138,2.159,8.775,-8.37,NAN,htru_pks,,,,,,,,
1620,J1818-1116,NAN,NAN,NAN,52158,19.144,2.068,274.61020833,-11.27472222,0.5448,3.82E-15,422,NAN,NAN,0.5,NAN,13.007,0.469,4.263,-3.78,NAN,pksmb,htru_pks,,,,,,,
1621,J1818-1422,NAN,NAN,NAN,54000,16.405,0.61,274.599025,-14.37686389,0.291489,2.04E-15,622,0.06,NAN,9.6,NAN,5.455,0.058,1.541,3.267,NAN,jb2,pks1,pksmb,htru_pks,,,,,
1622,J1818-1448,NAN,NAN,NAN,54863.1,16.031,0.39,274.61629167,-14.81055556,0.281371,6.15E-15,644,NAN,NAN,0.19,NAN,4.997,0.034,1.38,3.697,NAN,pksmb,,,,,,,,
1623,J1818-1519,NAN,NAN,NAN,51415,15.55,0.192,274.56083333,-15.32861111,0.93969,4.11E-15,845,NAN,NAN,2.1,NAN,5.362,0.018,1.437,3.334,NAN,pksmb,htru_pks,,,,,,,
1624,J1818-1541,NAN,NAN,NAN,51491,15.27,-0.063,274.65633333,-15.69583333,0.551134,9.68E-15,690,NAN,NAN,1,NAN,4.792,-0.005,1.262,3.877,NAN,pksmb,htru_pks,,,,,,,
1625,J1818-1556,NAN,NAN,NAN,54263.4,15.087,-0.227,274.71645833,-15.93444444,0.952709,7.06E-16,230,NAN,NAN,0.49,NAN,3.464,-0.014,0.902,5.155,NAN,pksmb,htru_pks,,,,,,,
1626,J1819-0925,NAN,NAN,NAN,52105,20.935,2.633,274.96059167,-9.43052778,0.852047,3.13E-15,378,NAN,NAN,0.72,NAN,13.84,0.636,4.94,-4.413,NAN,pksmb,htru_pks,,,,,,,
1627,J1819-1008,NAN,NAN,NAN,52182,20.287,2.337,274.91660833,-10.14111111,0.30149,1.32E-15,404,NAN,NAN,0.35,NAN,13.539,0.552,4.69,-4.189,NAN,pksmb,htru_pks,,,,,,,
1628,J1819-1114,NAN,NAN,NAN,54849.9,19.291,1.857,274.86991667,-11.24527778,0.294163,5.66E-16,310,NAN,NAN,1.07,NAN,5.799,0.188,1.915,3.029,NAN,pksmb,htru_pks,,,,,,,
1629,J1819-1131,NAN,NAN,NAN,51874,19.101,1.619,274.99229167,-11.52472222,1.388137,7.61E-16,578,NAN,NAN,0.15,NAN,16.385,0.463,5.36,-6.977,NAN,pksmb,,,,,,,,
1630,J1819+1305,NAN,NAN,NAN,51650,41.227,12.828,274.984275,13.08756944,1.060364,3.59E-16,64.81,NAN,6.2,1.1,NAN,4.047,0.899,2.601,5.532,NAN,pkssw,misc,,,,,,,
1631,J1819-1318,NAN,NAN,NAN,52856,17.497,0.829,274.93191667,-13.31166667,1.515696,5.97E-16,35.1,NAN,NAN,0.16,NAN,0.811,0.012,0.244,7.727,NAN,pksmb,,,,,,,,
1632,J1819-1408,NAN,NAN,NAN,51612,16.797,0.394,274.98666667,-14.13377778,1.78849,2.59E-15,1075,NAN,NAN,0.5,NAN,8.976,0.062,2.594,-0.093,NAN,pksmb,htru_pks,,,,,,,
1633,J1819-1458,NAN,NAN,NAN,55996.24,16.02,0.081,274.89233333,-14.96666667,4.263213,5.63E-13,196,NAN,NAN,NAN,NAN,3.301,0.005,0.911,5.327,XRS:CXOU_J181939.1-145804[mrg+07],pksmb,,,,,,,,
1634,J1819-1510,NAN,NAN,NAN,51492,15.876,-0.086,274.9737125,-15.17238889,0.226539,7.85E-18,421.7,NAN,NAN,0.6,NAN,4.133,-0.006,1.131,4.525,NAN,pksmb,htru_pks,,,,,,,
1635,J1819-17,NAN,NAN,NAN,56657,14.146,-0.904,274.875,-17.08333333,2.352135,NAN,67,NAN,NAN,0.14,NAN,1.881,-0.03,0.46,6.676,NAN,htru_pks,,,,,,,,
1636,J1819-1717,NAN,NAN,NAN,54756.2,13.991,-1.048,274.93083333,-17.28777778,0.393522,3.45E-15,405,NAN,NAN,0.26,NAN,4.793,-0.088,1.159,3.85,NAN,pksmb,,,,,,,,
1637,J1819-37,NAN,NAN,NAN,NAN,356.342,-10.029,274.75,-37,0.632,NAN,68.2,NAN,NAN,NAN,NAN,2.712,-0.472,-0.17,5.835,NAN,gbncc,,,,,,,,
1638,J1820-0427,-7.31,15.89,0.35,57600,25.457,4.733,275.21913917,-4.46047556,0.598082,6.33E-15,84.44,0,157,9.3,NAN,2.857,0.236,1.224,5.929,NAN,mol1,jb1,mol2,gb2,gb3,pks70,pkssw,p,
1639,J1820-0509,NAN,NAN,NAN,53035,24.777,4.516,275.0947,-5.16069444,0.337321,9.32E-16,104,NAN,NAN,0.25,NAN,3.333,0.262,1.392,5.483,NAN,pksmb,htru_pks,,,,,,,
1640,J1820-1346,NAN,NAN,NAN,49609,17.161,0.483,275.0823315,-13.7709102,0.92146,4.5E-15,776.7,0.13,NAN,2,NAN,5.902,0.05,1.741,2.861,NAN,jb2,pks1,pksmb,htru_pks,,,,,
1641,J1820-1529,NAN,NAN,NAN,55373,15.681,-0.406,275.172125,-15.49507222,0.333254,3.79E-14,768.5,NAN,NAN,0.83,NAN,5.195,-0.037,1.404,3.498,NAN,pksmb,htru_pks,,,,,,,
1642,J1820-1818,NAN,NAN,NAN,50283,13.202,-1.72,275.16286537,-18.30090532,0.309905,9.36E-17,436,0,NAN,1.5,NAN,14.039,-0.421,3.205,-5.162,NAN,pks1,pksmb,htru_pks,,,,,,
1643,J1821+0155,NAN,NAN,NAN,55584,31.244,7.504,275.41201533,1.92277583,0.033781,2.9E-20,51.75,NAN,NAN,NAN,NAN,1.723,0.225,0.886,7.04,NAN,gb350,ar327,,,,,,,
1644,J1821-0256,NAN,NAN,NAN,53097,26.839,5.372,275.29295833,-2.94405556,0.414111,3.72E-17,84,NAN,NAN,0.19,NAN,3.16,0.296,1.42,5.693,NAN,pksmb,,,,,,,,
1645,J1821-0331,NAN,NAN,NAN,55980.9,26.393,4.978,275.43625,-3.52019444,0.902316,2.53E-15,171.5,NAN,NAN,0.2,NAN,7.556,0.656,3.346,1.757,NAN,pksmb,,,,,,,,
1646,J1821-1419,NAN,NAN,NAN,52303,16.815,-0.043,275.39291667,-14.32388889,1.65601,8.95E-13,1123,NAN,NAN,0.2,NAN,6.129,-0.005,1.773,2.633,NAN,pksmb,,,,,,,,
1647,J1821-1432,NAN,NAN,NAN,54217.7,16.628,-0.168,275.4157375,-14.54811111,1.915131,5.37E-15,570,NAN,NAN,0.22,NAN,4.54,-0.013,1.299,4.15,NAN,pksmb,htru_pks,,,,,,,
1648,J1821+1715,NAN,NAN,NAN,53064,45.259,14.302,275.3062625,17.26307222,1.366682,8.71E-16,60.28,NAN,3.7,NAN,NAN,4.14,1.023,2.849,5.676,NAN,ar4,lotaas,,,,,,,
1649,J1821+4147,NAN,NAN,NAN,56375,69.537,22.905,275.46810731,41.78404269,1.261857,1.73E-15,40.67,NAN,NAN,NAN,NAN,4.444,1.73,3.835,7.069,NAN,gbncc,lotaas,,,,,,,
1650,J1822+02,NAN,NAN,NAN,NAN,31.353,7.461,275.5,2,1.508,NAN,103.8,NAN,NAN,NAN,NAN,5.411,0.703,2.792,3.918,NAN,gbncc,,,,,,,,
1651,J1822+0705,NAN,NAN,NAN,51341,35.983,9.685,275.57684107,7.08861714,1.362817,1.75E-15,62.2,NAN,3.8,NAN,NAN,2.873,0.483,1.664,6.208,NAN,ar4,lotaas,,,,,,,
1652,J1822-0719,NAN,NAN,NAN,57700,23.096,3.043,275.61697083,-7.33194444,0.499076,1.9E-17,199,NAN,NAN,NAN,NAN,4.611,0.245,1.806,4.265,NAN,htru_pks,,,,,,,,
1653,J1822-0902,NAN,NAN,NAN,57566,21.59,2.212,275.6489375,-9.04975,0.148895,1.78E-14,448.1,NAN,NAN,NAN,NAN,15.673,0.605,5.763,-6.062,NAN,htru_pks,,,,,,,,
1654,J1822-0907,NAN,NAN,NAN,52267,21.53,2.161,275.66583333,-9.12666667,0.9747,3.55E-16,467,NAN,NAN,0.12,NAN,16.078,0.606,5.896,-6.445,NAN,pksmb,htru_pks,,,,,,,
1655,J1822+1120,NAN,NAN,NAN,51602,39.87,11.571,275.56083333,11.34894444,1.787037,2.35E-15,95.2,NAN,0.5,NAN,NAN,7.776,1.56,4.883,2.653,NAN,ar4,,,,,,,,
1656,J1822-1252,NAN,NAN,NAN,51809,18.218,0.394,275.67375,-12.88027778,2.07104,8.48E-14,925,NAN,NAN,0.25,NAN,6.404,0.044,2.002,2.417,NAN,pksmb,htru_pks,,,,,,,
1657,J1822-1400,NAN,NAN,NAN,49266.36,17.252,-0.176,275.72517768,-14.00066746,0.214771,9.07E-16,651.1,0.01,NAN,0.8,NAN,4.757,-0.015,1.411,3.957,NAN,jb2,pksmb,htru_pks,,,,,,
1658,J1822-1604,NAN,NAN,NAN,55761,15.353,-1.021,275.575,-16.07411111,8.437721,2.14E-14,NAN,NAN,NAN,NAN,NAN,NAN,0,0,8.5,XRS:SGR_J1822-1606,misc,,,,,,,,
1659,J1822-1617,NAN,NAN,NAN,51932,15.194,-1.189,275.6525,-16.29305556,0.831156,1.89E-15,647,NAN,NAN,0.2,NAN,14.868,-0.309,3.896,-5.845,NAN,pksmb,,,,,,,,
1660,J1822-2256,NAN,NAN,NAN,48740,9.349,-4.373,275.74564215,-22.94183603,1.874269,1.35E-15,121.2,0,25,3.8,NAN,3.26,-0.249,0.528,5.293,NAN,jb1,mol2,pks70,pksmb,htru_pks,,,,
1661,J1822-4209,NAN,NAN,NAN,49015,351.883,-12.829,275.54731667,-42.15305,0.456512,4.59E-16,72.51,NAN,7,0.9,NAN,3.687,-0.819,-0.508,4.941,NAN,pks70,pkssw,htru_pks,,,,,,
1662,J1823-0154,NAN,NAN,NAN,50850,28.081,5.256,275.9672752,-1.90127008,0.759777,1.13E-15,135.87,0,13,0.78,NAN,5.271,0.483,2.471,3.869,NAN,pks70,pksmb,htru_pks,,,,,,
