n,PSRJ,RAJ,DECJ,P0,P1
,,(hms),(dms),(s),
1849,J1931+1536,19:31:55.7,+15:36:57.5,0.314355,5.01E-15
1850,J1931+1952,19:31:55.8,+19:52:11.5,0.501123,1.01E-16
1851,J1932+1059,19:32:14.0,+10:59:33.3,0.226519,1.16E-15
1852,J1932+1500,19:32:46.3,+15:00:22.2,1.864332,4.59E-16
1853,J1932+1756,19:32:07.2,+17:56:17.3,0.041831,4.32E-19
1854,J1932+1916,19:32:19.7,+19:16:39,0.208215,9.32E-14
1855,J1932+2020,19:32:08.0,+20:20:46,0.268217,4.22E-15
1856,J1932+2220,19:32:22.7,+22:20:51,0.14447,5.76E-14
1857,J1932-3655,19:32:06.1,-36:55:02.1,0.57142,2.84E-16
1858,J1933+0758,19:33:19.4,+07:58:07.0,0.437454,2.18E-16
1859,J1933+1304,19:33:22.5,+13:04:49.9,0.928324,3.18E-16
1860,J1933+1726,19:33:22.9,+17:26:49.6,0.021507,4.9E-20
1861,J1933+2421,19:33:37.8,+24:36:40,0.81369,8.11E-15
1862,J1933+5335,19:33:01.1,+53:35:43,2.052574,1.26E-15
1863,J1934+2352,19:34:46.1,+23:52:55.9,0.178432,1.31E-13
1864,J1934+5219,19:34:23.8,+52:19:58,0.568442,8.4E-17
1865,J1935+1159,19:35:16.0,+11:59:09.2,1.939758,9.48E-16
1866,J1935+1616,19:35:47.8,+16:16:39.9,0.358738,6E-15
1867,J1935+1745,19:35:29.9,+17:45:12.2,0.654408,3.78E-16
1868,J1935+2025,19:35:41.9,+20:25:40.1,0.080118,6.08E-14
1869,J1936+1536,19:36:01.5,+15:36:36.0,0.967338,4.04E-15
1870,J1937+1505,19:37:16.3,+15:05:19,2.872774,5.61E-15
1871,J1937+2544,19:37:01.2,+25:44:13.4,0.20098,6.43E-16
1872,J1937+2950,19:37:47.6,+29:50:01.8,1.657429,3.48E-15
1873,J1938+0650,19:37:53.4,+06:50:06.0,1.121562,5.68E-15
1874,J1938+2010,19:38:08.3,+20:10:51.7,0.687082,3.4E-15
1875,J1938+2213,19:38:14.1,+22:13:12.6,0.166116,4.24E-14
1876,J1938+6604,19:38:56.9,+66:04:31.7,0.022259,1.95E-20
1877,J1939+2449,19:39:05.5,+24:42:56,0.645302,1.83E-14
1878,J1940+2245,19:40:27.6,+22:45:46.6,0.258912,1.27E-14
1879,J1940+2337,19:40:35.4,+23:37:46.5,0.546824,7.68E-14
1880,J1941+0121,19:41:16.0,+01:21:39.5,0.217317,1.91E-16
1881,J1941+1026,19:41:32.3,+10:26:25.6,0.905394,9.96E-16
1882,J1941+1341,19:41:04.8,+13:41:30.4,0.559084,1.24E-15
1883,J1941+2525,19:41:20.8,+25:25:05.3,2.306153,1.61E-13
1884,J1941-2602,19:41:00.4,-26:02:05.7,0.402858,9.56E-16
1885,J1941+4320,19:41:58.9,+43:20:06.3,0.840906,1.15E-15
1886,J1942+1743,19:42:01.0,+17:43:28.3,0.696262,1.01E-16
1887,J1942+8106,19:42:54.6,+81:06:17,0.203558,3.69E-17
1888,J1943+0609,19:43:29.1,+06:09:57.6,0.446226,4.66E-16
1889,J1943-1237,19:43:25.4,-12:37:42,0.972429,1.66E-15
1890,J1944-1750,19:44:05.2,-17:50:11,0.841158,9.86E-16
1891,J1944+1755,19:44:31.8,+17:55:42.4,1.996899,7.3E-16
1892,J1945-0040,19:45:28.3,-00:40:58,1.045632,5.35E-16
1893,J1945+1834,19:45:36.1,+18:34:20.1,1.068708,2.42E-16
1894,J1946-1312,19:46:57.8,-13:12:36.4,0.491865,1.99E-15
1895,J1946+1805,19:46:53.0,+18:05:41.2,0.440618,2.41E-17
1896,J1946+2052,19:46:14.1,+20:52:24.6,0.01696,9.2E-19
1897,J1946+2244,19:46:24.8,+22:44:59.4,1.33445,8.89E-16
1898,J1946+2535,19:46:49.1,+25:35:51.5,0.515167,5.64E-15
1899,J1946+2611,19:46:45.8,+26:11:49.2,0.43506,2.2E-14
1900,J1946-2913,19:46:51.7,-29:13:47.1,0.959448,1.49E-15
1901,J1947+0915,19:47:46.2,+09:15:08.0,1.480744,4.78E-16
1902,J1947+1957,19:47:19.4,+19:57:08.3,0.157509,5.23E-16
1903,J1948+2333,19:48:19.3,+23:33:03.2,0.528352,1.36E-14
1904,J1948+2551,19:48:17.5,+25:51:51.9,0.196627,9.02E-15
1905,J1948+3540,19:48:25.0,+35:40:11.0,0.717311,7.06E-15
1906,J1949+2306,19:49:07.3,+23:06:55.5,1.319373,1.23E-16
1907,J1949-2524,19:49:25.4,-25:24:01,0.957617,3.27E-15
1908,J1949+3106,19:49:29.6,+31:06:03.8,0.013138,9.39E-20
1909,J1949+3426,19:49:13.6,+34:26:33.8,0.388539,2.02E-16
1910,J1951+1123,19:51:08.2,+11:23:25.2,5.094083,3.03E-15
1911,J1952+1410,19:52:06.1,+14:07:29,0.275026,1.28E-16
1912,J1952+2630,19:52:36.8,+26:30:28.0,0.020732,4.27E-18
1913,J1952+3252,19:52:58.2,+32:52:40.5,0.039531,5.84E-15
1914,J1953+1149,19:53:47.4,+11:49:42.6,0.85189,2.86E-15
1915,J1953+2732,19:53:07.8,+27:32:48.2,1.333965,1.77E-15
1916,J1954+1021,19:54:36.8,+10:21:10.5,2.09944,1.73E-15
1917,J1954+2407,19:54:00.3,+24:07:14.0,0.193405,1.06E-15
1918,J1954+2836,19:54:19.1,+28:36:06,0.092709,2.12E-14
1919,J1954+2923,19:54:22.5,+29:23:17.2,0.426677,1.71E-18
1920,J1954+3852,19:54:01.0,+38:52:15.8,0.352933,6.6E-15
1921,J1954+4357,19:54:38.4,+43:57:37,1.387041,2.2E-15
1922,J1955+5059,19:55:18.7,+50:59:55.2,0.518938,1.37E-15
1923,J1956+0838,19:56:52.2,+08:38:16.8,0.303911,2.2E-16
1924,J1957+2831,19:57:19.3,+28:31:44,0.307683,3.11E-15
1925,J1957+5033,19:57:38.9,+50:33:18,0.374806,7.08E-15
1926,J1958+2846,19:58:40.0,+28:45:54,0.290389,2.12E-13
1927,J1959+3620,19:59:38.0,+36:20:29.1,0.406081,3.6E-17
1928,J2001+4258,20:01:10.5,+42:58:06,0.719166,1.73E-14
1929,J2002+1637,20:02:47.7,+16:37:16.7,0.276497,2.25E-16
1930,J2002+3217,20:02:04.4,+32:17:18,0.696761,1.05E-13
1931,J2002+4050,20:02:44.0,+40:50:53.9,0.905067,1.74E-15
1932,J2004+2653,20:04:59.0,+26:53:40.4,0.665879,5.67E-17
1933,J2004+3137,20:04:52.2,+31:37:10,2.111265,7.46E-14
1934,J2004+3429,20:04:46.9,+34:29:17.7,0.240953,2.07E-13
1935,J2005-0020,20:05:43.7,-00:20:22,2.279661,2.57E-14
1936,J2005+3547,20:05:17.4,+35:47:25.4,0.615034,2.81E-16
1937,J2005+3552,20:05:47.5,+35:52:24.3,0.307943,2.99E-15
1938,J2006-0807,20:06:16.3,-08:07:02.1,0.580871,4.6E-17
1939,J2006+3102,20:06:11.0,+31:02:03,0.163695,2.49E-14
1940,J2007+0809,20:07:13.5,+08:09:33,0.325724,1.37E-16
1941,J2007+0910,20:07:58.1,+09:10:12.9,0.458735,3.32E-16
1942,J2007+2722,20:07:15.8,+27:22:47.9,0.024497,9.61E-19
1943,J2007+3120,20:07:09.0,+31:20:51.5,0.608205,1.56E-14
1944,J2008+2513,20:08:35.4,+25:13:30.3,0.589196,5.4E-15
1945,J2009+3326,20:09:49.1,+33:26:10.2,1.438369,1.47E-15
1946,J2010+2845,20:10:05.0,+28:45:29.1,0.565369,9.07E-17
1947,J2010+3230,20:10:26.5,+32:30:07.3,1.442448,3.62E-15
1948,J2011+3331,20:11:04.9,+33:31:24.6,0.931733,1.79E-15
1949,J2012-2029,20:12:46.6,-20:29:31,0.544002,5.48E-16
1950,J2013-0649,20:13:17.7,-06:49:05.3,0.580187,6.01E-16
1951,J2013+3058,20:13:34.2,+30:58:50.6,0.276028,1.52E-16
1952,J2013+3845,20:13:10.3,+38:45:43.3,0.230194,8.85E-15
1953,J2015+2524,20:15:12.7,+25:24:31.3,2.303299,5.1E-16
1954,J2016+1948,20:16:57.4,+19:47:51.5,0.06494,4.01E-19
1955,J2017+2043,20:17:28.9,+20:43:31.9,0.537143,9.96E-16
1956,J2017+3625,20:17:55.8,+36:25:07.9,0.166749,1.36E-15
1957,J2017+5906,20:17:44.5,+59:06:47,0.403478,2.22E-16
1958,J2018+2839,20:18:03.8,+28:39:54.2,0.557953,1.48E-16
1959,J2018+3431,20:18:53.1,+34:31:00.5,0.387664,1.84E-15
1960,J2021+3651,20:21:05.4,+36:51:04.8,0.103741,9.57E-14
1961,J2021+4026,20:21:29.9,+40:26:45.1,0.265318,5.47E-14
1962,J2022+2854,20:22:37.0,+28:54:23.1,0.343402,1.89E-15
1963,J2022+3842,20:22:21.6,+38:42:14.8,0.048579,8.61E-14
1964,J2022+5154,20:22:49.8,+51:54:50.2,0.529197,3.06E-15
1965,J2023+5037,20:23:41.9,+50:37:34.9,0.372619,2.51E-15
1966,J2027+2146,20:27:16.6,+21:46:04.4,0.398173,2.03E-16
1967,J2027+4557,20:27:16.2,+45:57:57.0,1.099651,3.09E-16
1968,J2027+7502,20:27:23.2,+75:02:29,0.515219,8.89E-16
1969,J2028+3332,20:28:19.8,+33:32:04.3,0.176707,4.86E-15
1970,J2029+3744,20:29:23.8,+37:44:08,1.216805,1.23E-14
1971,J2030+2228,20:30:40.4,+22:28:22,0.630513,8.85E-16
1972,J2030+3641,20:30:00.2,+36:41:27.1,0.200129,6.5E-15
1973,J2030+4415,20:30:51.3,+44:15:38.1,0.22707,6.48E-15
1974,J2032+4127,20:32:13.1,+41:27:24.3,0.143246,1.13E-14
1975,J2033+0042,20:33:31.1,+00:42:23,5.0134,9.7E-15
1976,J2033-1938,20:33:55.4,-19:38:59,1.281719,4.55E-16
1977,J2036+2835,20:36:46.3,+28:35:10.4,1.358727,2.09E-15
1978,J2037+1942,20:37:14.5,+19:42:54.3,2.074377,2.04E-15
1979,J2037+3621,20:37:27.4,+36:21:24,0.618715,4.5E-15
1980,J2038-3816,20:38:54.1,-38:16:11.9,1.577286,4.13E-15
1981,J2038+5319,20:38:03.1,+53:19:13,1.424568,9.44E-16
1982,J2040+1657,20:40:17.8,+16:57:30.4,0.865606,5.95E-16
1983,J2043+2740,20:43:43.5,+27:40:56,0.096131,1.27E-15
1984,J2044+4614,20:44:58.8,+46:14:54,1.392715,6.3E-16
1985,J2045+0912,20:45:47.3,+09:12:29.1,0.395555,1.95E-16
1986,J2045+3633,20:45:01.5,+36:33:01.4,0.031682,5.88E-19
1987,J2046-0421,20:46:00.1,-04:21:26.2,1.546938,1.47E-15
1988,J2046+1540,20:46:39.3,+15:40:33.5,1.138286,1.82E-16
1989,J2046+5708,20:46:46.6,+57:08:37,0.476735,1.11E-14
1990,J2047+5029,20:47:54.6,+50:29:38.1,0.445945,4.18E-15
1991,J2048-1616,20:48:35.6,-16:16:44.5,1.961572,1.1E-14
1992,J2048+2255,20:48:45.8,+22:55:05.3,0.283901,1.52E-17
1993,J2050+1259,20:50:57.2,+12:59:09,1.22102,5.04E-16
1994,J2051+1248,20:51:29.6,+12:48:21.5,0.553167,1.9E-17
1995,J2053+1718,20:53:49.4,+17:18:44.6,0.119268,2.86E-19
1996,J2053+4650,20:53:52.6,+46:50:51.7,0.012586,1.72E-19
1997,J2053-7200,20:53:47.2,-72:00:42.4,0.341336,1.98E-16
1998,J2055+2209,20:55:39.1,+22:09:27,0.815181,1.34E-15
1999,J2055+2539,20:55:48.8,+25:40:02,0.319561,4.08E-15
2000,J2055+3630,20:55:31.3,+36:30:21.4,0.221508,3.69E-16
2001,J2105+6223,21:05:12.9,+62:23:05.5,2.304879,5.22E-15
2002,J2108-3429,21:08:30.4,-34:29:37.9,1.423102,3.5E-15
2003,J2108+4441,21:08:20.4,+44:41:48.8,0.414871,8.62E-17
2004,J2111+2106,21:11:33.1,+21:06:07.0,3.953853,3.24E-15
2005,J2111+4606,21:11:24.1,+46:06:31.3,0.15783,1.43E-13
2006,J2113+2754,21:13:04.3,+27:54:01.1,1.202852,2.62E-15
2007,J2113+4644,21:13:24.3,+46:44:08.8,1.014685,7.15E-16
2008,J2116+1414,21:16:13.7,+14:14:21.0,0.440153,2.89E-16
2009,J2123+5434,21:23:21.6,+54:34:07.7,0.138868,1.74E-19
2010,J2124+1407,21:24:46.5,+14:07:19,0.694053,7.68E-16
2011,J2127-6648,21:27:31.2,-66:48:28.1,0.325771,2.26E-16
2012,J2129+1210B,21:29:58.6,+12:10:00.3,0.056133,9.54E-18
2013,J2129+1210C,21:30:01.2,+12:10:38.2,0.030529,4.99E-18
2014,J2129+1210G,21:29:57.9,+12:09:57.3,0.03766,2E-18
2015,J2136-1606,21:36:00.2,-16:06:13.0,1.227235,1.6E-17
2016,J2137+6428,21:37:20.2,+64:28:42,1.750989,3.43E-15
2017,J2139+2242,21:39:26.9,+22:42:42.0,1.083514,1.42E-15
2018,J2139+4716,21:39:55.9,+47:16:13,0.282849,1.79E-15
2019,J2143+0654,21:43:03.3,+06:54:17.5,9.428229,4.09E-14
2020,J2144-3933,21:44:12.0,-39:33:56.8,8.509827,4.96E-16
2021,J2145-0750,21:45:50.4,-07:50:18.5,0.016052,2.98E-20
2022,J2149+6329,21:49:58.7,+63:29:44.2,0.38014,1.68E-16
2023,J2150+5247,21:50:37.7,+52:47:49.5,0.332206,1.01E-14
2024,J2151+2315,21:51:28.9,+23:15:12.8,0.593534,7.08E-16
2025,J2154-2812,21:54:17.3,-28:12:41,1.343361,6.13E-16
2026,J2155+2813,21:55:15.8,+28:13:12.1,1.60902,9.16E-16
2027,J2155-3118,21:55:13.6,-31:18:55,1.030002,1.24E-15
2028,J2155-5641,21:55:01.4,-56:41:57,1.373654,4.23E-15
2029,J2156+2618,21:56:23.7,+26:18:30.4,0.498149,1.42E-17
2030,J2157+4017,21:57:01.8,+40:17:45.9,1.525266,3.43E-15
2031,J2204+2700,22:04:43.6,+27:00:54.6,0.084703,1.31E-19
2032,J2205+1444,22:05:17.2,+14:44:31.3,0.938014,9E-16
2033,J2206+6151,22:06:18.1,+61:51:58.1,0.322674,3.97E-16
2034,J2208+4056,22:08:01.9,+40:56:02,0.636957,5.28E-15
2035,J2208+5500,22:08:23.7,+55:00:08.4,0.933163,6.99E-15
2036,J2212+2933,22:12:23.3,+29:33:05.4,1.004593,4.95E-16
2037,J2215+1538,22:15:39.6,+15:38:34.8,0.374196,2.37E-15
2038,J2216+5759,22:16:05.2,+57:59:53.7,0.419102,6.9E-14
2039,J2217+5733,22:17:55.0,+57:33:04.0,1.056844,6.47E-16
2040,J2219+4754,22:19:48.1,+47:54:53.9,0.538469,2.77E-15
2041,J2222-0137,22:22:05.9,-01:37:15.7,0.032818,5.8E-20
2042,J2222+2923,22:23:03.2,+29:23:59,0.281399,6.17E-18
2043,J2225+6535,22:25:52.8,+65:35:36.3,0.682542,9.66E-15
2044,J2228+6447,22:28:40.5,+64:47:19,1.892982,6.7E-16
2045,J2229+6114,22:29:05.2,+61:14:09.3,0.051624,7.83E-14
2046,J2229+6205,22:29:41.8,+62:05:36,0.443055,2.26E-15
2047,J2234+2114,22:34:56.6,+21:14:18.8,1.358745,2.22E-16
2048,J2235+1506,22:35:43.7,+15:06:49.0,0.059767,1.58E-19
2049,J2238+5903,22:38:28.2,+59:03:40.8,0.162734,9.7E-14
2050,J2240+5832,22:40:42.9,+58:32:37.5,0.139935,1.54E-14
2051,J2241+6941,22:41:20.3,+69:42:00,0.855401,2.69E-15
2052,J2242+6950,22:42:56.4,+69:50:52,1.664501,4.82E-15
2053,J2243+1518,22:43:09.7,+15:18:25.1,0.596799,1.13E-16
2054,J2248-0101,22:48:26.8,-01:01:48.0,0.477233,6.59E-16
2055,J2251-3711,22:51:44.0,-37:11:48,12.122565,1.31E-14
2056,J2253+1516,22:53:14.5,+15:16:37.8,0.792236,6.65E-17
2057,J2257+5909,22:57:57.7,+59:09:14.8,0.368246,5.75E-15
2058,J2301+5852,23:01:08.2,+58:52:44.4,6.979071,4.71E-13
2059,J2302+6028,23:02:11.2,+60:28:00.2,1.206404,2.04E-15
2060,J2305+3100,23:05:58.3,+31:00:01.2,1.575886,2.89E-15
2061,J2305+4707,23:05:55.8,+47:07:45.3,1.066371,5.69E-16
2062,J2307+2225,23:07:41.2,+22:25:50.1,0.535829,8.7E-18
2063,J2308+5547,23:08:13.8,+55:47:36.0,0.475068,1.99E-16
2064,J2310+6706,23:10:42.0,+67:06:52,1.944789,7.56E-17
2065,J2312+6931,23:12:38.9,+69:31:04,0.813375,6.28E-16
2066,J2313+4253,23:13:08.6,+42:53:13.0,0.349434,1.12E-16
2067,J2317+2149,23:17:57.8,+21:49:48.0,1.444653,1.05E-15
2068,J2319+6411,23:19:35.2,+64:11:25.7,0.216018,1.63E-16
2069,J2321+6024,23:21:55.2,+60:24:31,2.256488,7.04E-15
2070,J2324-6054,23:24:27.1,-60:54:05.8,2.347488,2.58E-15
2071,J2325-0530,23:25:15.3,-05:30:39,0.868735,1.03E-15
2072,J2325+6316,23:25:13.3,+63:16:52.3,1.43631,2.83E-15
2073,J2326+6113,23:26:58.6,+61:13:36.5,0.233652,3.53E-16
2074,J2329+4743,23:29:31.5,+47:43:39.7,0.728409,1.6E-17
2075,J2330-2005,23:30:26.8,-20:05:29.6,1.643622,4.63E-15
2076,J2333+6145,23:33:19.4,+61:45:30.0,0.756899,1.18E-15
2077,J2337+6151,23:37:05.7,+61:51:01.5,0.49537,1.93E-13
2078,J2346-0609,23:46:50.4,-06:09:59.8,1.181463,1.36E-15
2079,J2351+8533,23:51:03.2,+85:33:21,1.011727,8.8E-16
2080,J2354+6155,23:54:04.7,+61:55:46.8,0.944784,1.63E-14
2081,J2355+2246,23:55:49.8,+22:46:17,1.840986,3.78E-15
